Race,Precinct,PrecinctCode,Name,Party,Votes
Secretary of State,111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,4.0
Secretary of State,112 - Warrenton East,112.0,Paravicini Nathalie,Pacfiic Green Party,35.0
Secretary of State,112 - Warrenton East,112.0,Linthicum Dennis,Republican Party,389.0
Secretary of State,112 - Warrenton East,112.0,Tobias Read,Democratic Party,408.0
Secretary of State,112 - Warrenton East,112.0,Write-in Totals,,1.0
Secretary of State,113 - Warrenton West,113.0,Paravicini Nathalie,Pacfiic Green Party,86.0
Secretary of State,113 - Warrenton West,113.0,Linthicum Dennis,Republican Party,1192.0
Secretary of State,113 - Warrenton West,113.0,Tobias Read,Democratic Party,937.0
Secretary of State,113 - Warrenton West,113.0,Write-in Totals,,2.0
Secretary of State,114 - Clatsop Plains North,114.0,Paravicini Nathalie,Pacfiic Green Party,25.0
Secretary of State,114 - Clatsop Plains North,114.0,Linthicum Dennis,Republican Party,411.0
Secretary of State,114 - Clatsop Plains North,114.0,Tobias Read,Democratic Party,321.0
Secretary of State,114 - Clatsop Plains North,114.0,Write-in Totals,,1.0
Secretary of State,115 - Clatsop Plains South,115.0,Paravicini Nathalie,Pacfiic Green Party,28.0
Secretary of State,115 - Clatsop Plains South,115.0,Linthicum Dennis,Republican Party,624.0
Secretary of State,115 - Clatsop Plains South,115.0,Tobias Read,Democratic Party,596.0
Secretary of State,115 - Clatsop Plains South,115.0,Write-in Totals,,0.0
Secretary of State,116 - Gearhart,116.0,Paravicini Nathalie,Pacfiic Green Party,35.0
Secretary of State,116 - Gearhart,116.0,Linthicum Dennis,Republican Party,508.0
Secretary of State,116 - Gearhart,116.0,Tobias Read,Democratic Party,727.0
Secretary of State,116 - Gearhart,116.0,Write-in Totals,,1.0
Secretary of State,117 - Seaside North,117.0,Paravicini Nathalie,Pacfiic Green Party,34.0
Secretary of State,117 - Seaside North,117.0,Linthicum Dennis,Republican Party,199.0
Secretary of State,117 - Seaside North,117.0,Tobias Read,Democratic Party,311.0
Secretary of State,117 - Seaside North,117.0,Write-in Totals,,1.0
"US Representative, 1st District",118 - Seaside West,118.0,Bonamici Suzanne,Democratic Party,357.0
"US Representative, 1st District",118 - Seaside West,118.0,Bob Todd,Republican Party,200.0
"US Representative, 1st District",118 - Seaside West,118.0,Christman LBT Joe,,24.0
"US Representative, 1st District",118 - Seaside West,118.0,Write-in Totals,,0.0
"US Representative, 1st District",119 - Seaside East,119.0,Bonamici Suzanne,Democratic Party,509.0
"US Representative, 1st District",119 - Seaside East,119.0,Bob Todd,Republican Party,348.0
"US Representative, 1st District",119 - Seaside East,119.0,Christman LBT Joe,,23.0
"US Representative, 1st District",119 - Seaside East,119.0,Write-in Totals,,5.0
"US Representative, 1st District",120 - Seaside South,120.0,Bonamici Suzanne,Democratic Party,717.0
"US Representative, 1st District",120 - Seaside South,120.0,Bob Todd,Republican Party,424.0
"US Representative, 1st District",120 - Seaside South,120.0,Christman LBT Joe,,40.0
"US Representative, 1st District",120 - Seaside South,120.0,Write-in Totals,,1.0
"US Representative, 1st District",121 - Necanicum,121.0,Bonamici Suzanne,Democratic Party,144.0
"US Representative, 1st District",121 - Necanicum,121.0,Bob Todd,Republican Party,166.0
"US Representative, 1st District",121 - Necanicum,121.0,Christman LBT Joe,,11.0
"US Representative, 1st District",121 - Necanicum,121.0,Write-in Totals,,0.0
"US Representative, 1st District",122 - Arch Cape,122.0,Bonamici Suzanne,Democratic Party,169.0
"US Representative, 1st District",122 - Arch Cape,122.0,Bob Todd,Republican Party,43.0
"US Representative, 1st District",122 - Arch Cape,122.0,Christman LBT Joe,,12.0
"US Representative, 1st District",122 - Arch Cape,122.0,Write-in Totals,,0.0
"US Representative, 1st District",123 - Cannon Beach,123.0,Bonamici Suzanne,Democratic Party,677.0
"US Representative, 1st District",123 - Cannon Beach,123.0,Bob Todd,Republican Party,270.0
"US Representative, 1st District",123 - Cannon Beach,123.0,Christman LBT Joe,,22.0
"US Representative, 1st District",123 - Cannon Beach,123.0,Write-in Totals,,2.0
"US Representative, 1st District",124 - Hamlet,124.0,Bonamici Suzanne,Democratic Party,144.0
"US Representative, 1st District",124 - Hamlet,124.0,Bob Todd,Republican Party,119.0
"US Representative, 1st District",124 - Hamlet,124.0,Christman LBT Joe,,5.0
"US Representative, 1st District",124 - Hamlet,124.0,Write-in Totals,,0.0
"US Representative, 1st District",125 - Elsie,125.0,Bonamici Suzanne,Democratic Party,117.0
"US Representative, 1st District",125 - Elsie,125.0,Bob Todd,Republican Party,124.0
"US Representative, 1st District",125 - Elsie,125.0,Christman LBT Joe,,14.0
"US Representative, 1st District",125 - Elsie,125.0,Write-in Totals,,1.0
"US Representative, 1st District",Totals,,Bonamici Suzanne,Democratic Party,12712.0
"US Representative, 1st District",Totals,,Bob Todd,Republican Party,8902.0
"US Representative, 1st District",Totals,,Christman LBT Joe,,669.0
"US Representative, 1st District",Totals,,Write-in Totals,,37.0
Secretary of State,118 - Seaside West,118.0,Paravicini Nathalie,Pacfiic Green Party,19.0
Secretary of State,118 - Seaside West,118.0,Linthicum Dennis,Republican Party,213.0
Secretary of State,118 - Seaside West,118.0,Tobias Read,Democratic Party,344.0
Secretary of State,118 - Seaside West,118.0,Write-in Totals,,0.0
Secretary of State,119 - Seaside East,119.0,Paravicini Nathalie,Pacfiic Green Party,28.0
Secretary of State,119 - Seaside East,119.0,Linthicum Dennis,Republican Party,365.0
Secretary of State,119 - Seaside East,119.0,Tobias Read,Democratic Party,487.0
Secretary of State,119 - Seaside East,119.0,Write-in Totals,,3.0
Secretary of State,120 - Seaside South,120.0,Paravicini Nathalie,Pacfiic Green Party,73.0
Secretary of State,120 - Seaside South,120.0,Linthicum Dennis,Republican Party,447.0
Secretary of State,120 - Seaside South,120.0,Tobias Read,Democratic Party,665.0
Secretary of State,120 - Seaside South,120.0,Write-in Totals,,1.0
Secretary of State,121 - Necanicum,121.0,Paravicini Nathalie,Pacfiic Green Party,6.0
Secretary of State,121 - Necanicum,121.0,Linthicum Dennis,Republican Party,171.0
Secretary of State,121 - Necanicum,121.0,Tobias Read,Democratic Party,137.0
Secretary of State,121 - Necanicum,121.0,Write-in Totals,,0.0
Secretary of State,122 - Arch Cape,122.0,Paravicini Nathalie,Pacfiic Green Party,10.0
Secretary of State,122 - Arch Cape,122.0,Linthicum Dennis,Republican Party,54.0
Secretary of State,122 - Arch Cape,122.0,Tobias Read,Democratic Party,158.0
Secretary of State,122 - Arch Cape,122.0,Write-in Totals,,0.0
Secretary of State,123 - Cannon Beach,123.0,Paravicini Nathalie,Pacfiic Green Party,30.0
Secretary of State,123 - Cannon Beach,123.0,Linthicum Dennis,Republican Party,285.0
Secretary of State,123 - Cannon Beach,123.0,Tobias Read,Democratic Party,647.0
Secretary of State,123 - Cannon Beach,123.0,Write-in Totals,,1.0
Secretary of State,124 - Hamlet,124.0,Paravicini Nathalie,Pacfiic Green Party,12.0
Secretary of State,124 - Hamlet,124.0,Linthicum Dennis,Republican Party,119.0
Secretary of State,124 - Hamlet,124.0,Tobias Read,Democratic Party,133.0
Secretary of State,124 - Hamlet,124.0,Write-in Totals,,0.0
Secretary of State,125 - Elsie,125.0,Paravicini Nathalie,Pacfiic Green Party,9.0
Secretary of State,125 - Elsie,125.0,Linthicum Dennis,Republican Party,130.0
Secretary of State,125 - Elsie,125.0,Tobias Read,Democratic Party,111.0
Secretary of State,125 - Elsie,125.0,Write-in Totals,,0.0
Secretary of State,Totals,,Paravicini Nathalie,Pacfiic Green Party,916.0
Secretary of State,Totals,,Linthicum Dennis,Republican Party,9528.0
Secretary of State,Totals,,Tobias Read,Democratic Party,11742.0
Secretary of State,Totals,,Write-in Totals,,24.0
State Treasurer,101 - Astoria West,101.0,King Mary,Working Families Party,278.0
State Treasurer,101 - Astoria West,101.0,Boquist Brian J,Republican Party,672.0
State Treasurer,101 - Astoria West,101.0,Elizabeth Steiner,Democratic Party,1630.0
State Treasurer,101 - Astoria West,101.0,Write-in Totals,,1.0
State Treasurer,102 - Astoria East,102.0,King Mary,Working Families Party,191.0
State Treasurer,102 - Astoria East,102.0,Boquist Brian J,Republican Party,488.0
State Treasurer,102 - Astoria East,102.0,Elizabeth Steiner,Democratic Party,1052.0
State Treasurer,102 - Astoria East,102.0,Write-in Totals,,1.0
State Treasurer,103 - John Day/Walluski,103.0,King Mary,Working Families Party,54.0
State Treasurer,103 - John Day/Walluski,103.0,Boquist Brian J,Republican Party,364.0
State Treasurer,103 - John Day/Walluski,103.0,Elizabeth Steiner,Democratic Party,279.0
State Treasurer,103 - John Day/Walluski,103.0,Write-in Totals,,0.0
State Treasurer,104 - Astoria South,104.0,King Mary,Working Families Party,125.0
State Treasurer,104 - Astoria South,104.0,Boquist Brian J,Republican Party,246.0
State Treasurer,104 - Astoria South,104.0,Elizabeth Steiner,Democratic Party,534.0
State Treasurer,104 - Astoria South,104.0,Write-in Totals,,1.0
State Treasurer,105 - Svensen,105.0,King Mary,Working Families Party,62.0
State Treasurer,105 - Svensen,105.0,Boquist Brian J,Republican Party,590.0
State Treasurer,105 - Svensen,105.0,Elizabeth Steiner,Democratic Party,329.0
State Treasurer,105 - Svensen,105.0,Write-in Totals,,0.0
State Treasurer,106 - Knappa,106.0,King Mary,Working Families Party,67.0
State Treasurer,106 - Knappa,106.0,Boquist Brian J,Republican Party,620.0
State Treasurer,106 - Knappa,106.0,Elizabeth Steiner,Democratic Party,389.0
State Treasurer,106 - Knappa,106.0,Write-in Totals,,1.0
State Treasurer,107 - Westport/Hillcrest,107.0,King Mary,Working Families Party,28.0
State Treasurer,107 - Westport/Hillcrest,107.0,Boquist Brian J,Republican Party,215.0
State Treasurer,107 - Westport/Hillcrest,107.0,Elizabeth Steiner,Democratic Party,85.0
State Treasurer,107 - Westport/Hillcrest,107.0,Write-in Totals,,0.0
State Treasurer,108 - Jewell,108.0,King Mary,Working Families Party,23.0
State Treasurer,108 - Jewell,108.0,Boquist Brian J,Republican Party,194.0
State Treasurer,108 - Jewell,108.0,Elizabeth Steiner,Democratic Party,126.0
State Treasurer,108 - Jewell,108.0,Write-in Totals,,0.0
State Treasurer,109 - Olney,109.0,King Mary,Working Families Party,18.0
State Treasurer,109 - Olney,109.0,Boquist Brian J,Republican Party,292.0
State Treasurer,109 - Olney,109.0,Elizabeth Steiner,Democratic Party,114.0
State Treasurer,109 - Olney,109.0,Write-in Totals,,0.0
State Treasurer,110 - Stanley Acres,110.0,King Mary,Working Families Party,12.0
State Treasurer,110 - Stanley Acres,110.0,Boquist Brian J,Republican Party,114.0
State Treasurer,110 - Stanley Acres,110.0,Elizabeth Steiner,Democratic Party,74.0
State Treasurer,110 - Stanley Acres,110.0,Write-in Totals,,0.0
State Treasurer,111 - Lewis and Clark/Chadwell,111.0,King Mary,Working Families Party,91.0
State Treasurer,111 - Lewis and Clark/Chadwell,111.0,Boquist Brian J,Republican Party,775.0
State Treasurer,111 - Lewis and Clark/Chadwell,111.0,Elizabeth Steiner,Democratic Party,488.0
State Treasurer,111 - Lewis and Clark/Chadwell,111.0,Write-in Totals,,1.0
State Treasurer,112 - Warrenton East,112.0,King Mary,Working Families Party,64.0
State Treasurer,112 - Warrenton East,112.0,Boquist Brian J,Republican Party,387.0
State Treasurer,112 - Warrenton East,112.0,Elizabeth Steiner,Democratic Party,371.0
State Treasurer,112 - Warrenton East,112.0,Write-in Totals,,1.0
State Treasurer,113 - Warrenton West,113.0,King Mary,Working Families Party,186.0
State Treasurer,113 - Warrenton West,113.0,Boquist Brian J,Republican Party,1196.0
State Treasurer,113 - Warrenton West,113.0,Elizabeth Steiner,Democratic Party,826.0
State Treasurer,113 - Warrenton West,113.0,Write-in Totals,,3.0
State Treasurer,114 - Clatsop Plains North,114.0,King Mary,Working Families Party,52.0
State Treasurer,114 - Clatsop Plains North,114.0,Boquist Brian J,Republican Party,407.0
State Treasurer,114 - Clatsop Plains North,114.0,Elizabeth Steiner,Democratic Party,285.0
State Treasurer,114 - Clatsop Plains North,114.0,Write-in Totals,,0.0
State Treasurer,115 - Clatsop Plains South,115.0,King Mary,Working Families Party,65.0
State Treasurer,115 - Clatsop Plains South,115.0,Boquist Brian J,Republican Party,642.0
State Treasurer,115 - Clatsop Plains South,115.0,Elizabeth Steiner,Democratic Party,537.0
State Treasurer,115 - Clatsop Plains South,115.0,Write-in Totals,,0.0
State Treasurer,116 - Gearhart,116.0,King Mary,Working Families Party,64.0
State Treasurer,116 - Gearhart,116.0,Boquist Brian J,Republican Party,519.0
State Treasurer,116 - Gearhart,116.0,Elizabeth Steiner,Democratic Party,678.0
State Treasurer,116 - Gearhart,116.0,Write-in Totals,,1.0
State Treasurer,117 - Seaside North,117.0,King Mary,Working Families Party,52.0
State Treasurer,117 - Seaside North,117.0,Boquist Brian J,Republican Party,210.0
State Treasurer,117 - Seaside North,117.0,Elizabeth Steiner,Democratic Party,282.0
State Treasurer,117 - Seaside North,117.0,Write-in Totals,,0.0
Attorney General,101 - Astoria West,101.0,Lathrop Will,Republican Party,701.0
Attorney General,101 - Astoria West,101.0,Rayfield Dan,Democratic Party,1871.0
Attorney General,101 - Astoria West,101.0,Write-in Totals,,2.0
Attorney General,102 - Astoria East,102.0,Lathrop Will,Republican Party,527.0
Attorney General,102 - Astoria East,102.0,Rayfield Dan,Democratic Party,1189.0
Attorney General,102 - Astoria East,102.0,Write-in Totals,,5.0
Attorney General,103 - John Day/Walluski,103.0,Lathrop Will,Republican Party,368.0
Attorney General,103 - John Day/Walluski,103.0,Rayfield Dan,Democratic Party,322.0
Attorney General,103 - John Day/Walluski,103.0,Write-in Totals,,0.0
